"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"August 12, 2017",California,"Los Angeles","2300 block of Hercules Dr",0,0,N/A
"August 11, 2017",Wisconsin,"Hortonville (Medina)",N/A,0,0,N/A
"August 11, 2017",Wisconsin,"La Crosse","417 S 8th St",0,1,N/A
"August 11, 2017",Oregon,Portland,"E Burnside St & NE 141st Ave",0,1,N/A
"August 11, 2017",Nebraska,Lincoln,"100 block of Sante Fe Trl",0,1,N/A
"August 11, 2017",Florida,Ocala,"500 Block of Marion Oaks Ln",0,0,N/A
"August 11, 2017","New Jersey","Mays Landing","1932 S Cologne Ave",0,0,N/A
"August 11, 2017",Indiana,Evanston,"1715 Theatre Dr",0,1,N/A
"August 11, 2017",Illinois,Chicago,"10600 block of S Avenue B",0,1,N/A
"August 11, 2017",Virginia,"Virginia Beach","1300 block of Church St",0,0,N/A
"August 10, 2017",Louisiana,"New Orleans (Gentilly)","5300 block of Pasteur Blvd",0,1,N/A
"August 9, 2017",Indiana,Indianapolis,N/A,0,0,N/A
"August 9, 2017",Massachusetts,Waltham,"212 Bacon St",0,0,N/A
"August 9, 2017","North Carolina","Gastonia (Ranlo)","Crossway Cir",0,0,N/A
"August 9, 2017",Pennsylvania,Philadelphia,"200 block of W Mt Airy Ave",0,0,N/A
"August 8, 2017","North Carolina",Charlotte,"4900 block of Polo Gate Ln",0,1,N/A
"August 8, 2017",Illinois,"East Saint Louis","1200 block of Market",1,0,N/A
"August 8, 2017",Texas,"San Antonio","400 block of Millwood",0,0,N/A
"August 8, 2017",Pennsylvania,"Plymouth Meeting","300 block of Cambridge Rd",0,0,N/A
"August 8, 2017","West Virginia","Dry Creek","Dry Creek Rd",0,0,N/A
"August 7, 2017",Kentucky,Louisville,"2300 block of Terrier Court",0,0,N/A
"August 7, 2017",Alabama,Atmore,"170 Broad St",1,1,N/A
"August 7, 2017",Georgia,Columbus,"5300 block of Kingsberry Street",1,0,N/A
"August 7, 2017",Mississippi,Columbus,"2219 15th Ave N",0,1,N/A
"August 7, 2017",Mississippi,Columbus,"Read Ave",0,0,N/A
"August 7, 2017",Illinois,Monee,"W Court St and S Sunrise Dr",0,0,N/A
"August 7, 2017",Mississippi,Tupelo,"County Road 659",0,1,N/A
"August 7, 2017",Oklahoma,Tulsa,"1000 block of N St Louis Ave",0,1,N/A
"August 7, 2017",Massachusetts,Attleboro,"S Main St",0,0,N/A
"August 6, 2017",Pennsylvania,Pittsburgh,"200 block of Conestoga",1,0,N/A
"August 6, 2017",Nebraska,Lincoln,"600 block of N 58th St",0,0,N/A
"August 6, 2017",Indiana,Logansport,"400 block of Hanna",2,0,N/A
"August 6, 2017",Arkansas,"Little Rock","2115 Howard St",1,2,N/A
"August 6, 2017",Washington,Puyallup,"209 21st Ave SW",0,1,N/A
"August 6, 2017",Georgia,Statesboro,"Robinhood Trail",0,1,N/A
"August 6, 2017",Texas,Baytown,"S Pruett St and W Republic St",1,1,N/A
"August 5, 2017",Florida,Shalimar,"43 Fawn Ln",0,1,N/A
"August 5, 2017","New Jersey","Mays Landing","Yorktown Pl",0,0,N/A
"August 5, 2017",Ohio,Akron,"800 block of Carroll St",0,0,N/A
"August 5, 2017",Illinois,"Mount Vernon","900 block of York Rd",0,0,N/A
"August 5, 2017",Florida,Lakeland,"5436 Deeson Rd",1,0,N/A
"August 5, 2017",Florida,Maitland,"Ventris Ct",0,0,N/A
"August 5, 2017","New York","Staten Island","St Johns Ave and Bay St",0,2,N/A
"August 4, 2017",Florida,Williston,"4091 NE 212 Ct",1,1,N/A
"August 3, 2017",California,Brea,"580 block of N Brea Blvd",0,0,N/A
"August 3, 2017",Georgia,Marietta,"98 Griggs Street",1,0,N/A
"August 3, 2017",Alabama,Mobile,"3056 Pleasant Valley Rd",1,0,N/A
"August 3, 2017",California,Clearlake,"15600 block of Sharp Dr",0,1,N/A
"August 3, 2017",Michigan,Lansing,"1500 block of Illinois",0,0,N/A
"August 3, 2017","New York",Massena,"10 Cook St",0,1,N/A
"August 3, 2017",Vermont,"Fair Haven","Green Mountain Mobile Manor",0,1,N/A
"August 3, 2017",Florida,"Fort Myers","3585 Central Ave",1,0,N/A
"August 3, 2017",Tennessee,Memphis,N/A,0,2,N/A
"August 3, 2017",Kentucky,Corbin,"Bacon Creek Rd",0,0,N/A
"August 2, 2017",Maryland,"Silver Spring","8800 block Manchester Rd",0,1,N/A
"August 2, 2017",Massachusetts,Stoughton,"Plain Dr",0,0,N/A
"August 2, 2017",Georgia,Athens,"Winterville Road",0,0,N/A
"August 2, 2017",Tennessee,Memphis,"Azalia St and S Parkway E",0,1,N/A
"August 2, 2017","West Virginia",Wheeling,"157 Ridgecrest Rd",1,0,N/A
"August 2, 2017",Arizona,Tolleson,"9800 block of W Horse Thief Pass",1,1,N/A
"August 2, 2017",Washington,"Camano Island","Sandy Dr",0,0,N/A
"August 2, 2017",Texas,"Fort Worth","4925 Riverbend Dr",0,0,N/A
"August 2, 2017",Massachusetts,Dighton,"2245 Wheeler St",0,1,N/A
"August 2, 2017",Oklahoma,"Oklahoma City","6804 Lyrewood Ln",0,0,N/A
"August 1, 2017",Massachusetts,Fitchburg,"Arcadia Ave",0,1,N/A
"August 1, 2017",Maryland,Laurel,"100 Block of Easton St",0,0,N/A
"August 1, 2017",Tennessee,Memphis,"Azalia St",0,1,N/A
"August 1, 2017",California,"Los Angeles","3600 block of Floral Dr",1,2,N/A
"August 1, 2017",California,Oroville,"4700 Ve Ave",0,0,N/A
"August 1, 2017",Mississippi,Picayune,"Seal Crest Dr",0,0,N/A
"August 1, 2017","New York",Medford,"37 Locust Avenue S",0,1,N/A
"July 31, 2017",Indiana,Jeffersonville,"Hampton Dr",0,0,N/A
"July 31, 2017",Texas,Katy,"20000 block of Fort Bowie Court",0,1,N/A
"July 31, 2017","South Carolina","Rock Hill","Annafrel St",0,0,N/A
"July 30, 2017",Illinois,Centralia,"900 block of E Broadway",0,1,N/A
"July 30, 2017",Arkansas,"Little Rock","8200 block of Fairwood Rd",0,0,N/A
"July 30, 2017",Kentucky,Corinth,"Bacon Creek Rd",0,0,N/A
"July 30, 2017",Tennessee,Hermitage,"3910 Central Pike",0,1,N/A
"July 30, 2017",Illinois,Rockford,"1600 block of 23rd Street",0,0,N/A
"July 30, 2017",Arizona,Tucson,"800 block of W Acadia",0,0,N/A
"July 30, 2017",Florida,Clermont,"1305 Raintree Bend",1,1,N/A
"July 30, 2017",California,"Desert Hot Springs","97000 block of Vista Del Valle",0,1,N/A
"July 30, 2017",Iowa,Davenport,"15th and Washington St",0,0,N/A
"July 30, 2017",Texas,Waco,"3800 block of Acree St",0,0,N/A
"July 29, 2017",Michigan,Wayne,"33000 block of Michigan Ave",0,0,N/A
"July 29, 2017",Pennsylvania,Yukon,"300 block of Kirshner Ln",1,0,N/A
"July 28, 2017",California,"Riverside (Jurupa Valley)","3800 block of Rubidoux Blvd",0,0,N/A
"July 28, 2017","New Mexico",Albuquerque,"NM-303 and Desert Rd SW",1,0,N/A
"July 27, 2017",Oklahoma,Tulsa,"9601 E 21st Pl",0,2,N/A
"July 27, 2017",Louisiana,Monroe,"Rader Drive",0,1,N/A
"July 27, 2017",Maine,"Waterville (Winslow)","Halifax St",0,0,N/A
"July 26, 2017",Texas,"San Antonio","6100 block of Ingram Road",1,1,N/A
"July 26, 2017",Pennsylvania,Shippensburg,"2100 block of Stillhouse Hollow Rd",0,0,N/A
"July 26, 2017",Ohio,"Cincinnati (Madeira)","7370 Shawnee Run",0,1,N/A
"July 26, 2017",Louisiana,Shreveport,"3100 block of Milam St",0,1,N/A
"July 26, 2017","New Mexico",Albuquerque,"Isleta and Arenal SW",0,0,N/A
"July 25, 2017",Illinois,Rockford,"1100 block of Jackson St",0,0,N/A
"July 25, 2017","South Carolina","Saint Matthews (St Matthews)","Merrybell Ln",0,1,N/A
"July 25, 2017","South Carolina","Fort Mill","400 block of Walden Park Dr",0,0,N/A
"July 25, 2017",Oklahoma,Mcalester,"S 3rd St",0,1,N/A
"July 25, 2017",Indiana,Indianapolis,"3800 block of North Richardt Avenue",0,1,N/A
"July 25, 2017",Kansas,Topeka,"1200 block of Woodward",0,0,N/A
"July 25, 2017",Indiana,Hobart,"816 E 6th St",1,1,N/A
"July 25, 2017",Ohio,Toledo,"3100 block of Elm St",0,0,N/A
"July 25, 2017",Texas,"San Antonio","8100 block of Village Dr",0,1,N/A
"July 24, 2017",Georgia,Lithonia,"Beachwood Forest Drive",1,0,N/A
"July 24, 2017",Massachusetts,Quincy,"Standish Ave",0,0,N/A
"July 24, 2017",Georgia,"Chattooga (county)","East Armuchee Road",0,0,N/A
"July 24, 2017",Tennessee,Speedwell,N/A,0,1,N/A
"July 24, 2017","West Virginia",Parkersburg,"2800 block of Harrison Ave",0,1,N/A
"July 23, 2017",Indiana,Indianapolis,"38th St and High School Rd",0,0,N/A
"July 23, 2017","South Carolina","Myrtle Beach","2000 block of Greens Blvd",0,0,N/A
"July 23, 2017",Alabama,Piedmont,"1857 Rabbittown Rd",2,0,N/A
"July 23, 2017",Tennessee,Nashville,"698 Frankfort Dr",0,1,N/A
"July 23, 2017",Massachusetts,Spencer,"160 Northwest Rd",1,0,N/A
"July 23, 2017","South Carolina","Moncks Corner","Black Tom Road",0,0,N/A
"July 22, 2017",Louisiana,Walker,"13900 block of Pine Park Dr",1,0,N/A
"July 22, 2017",Washington,"Benton City","510 14th St",1,0,N/A
"July 22, 2017",Ohio,Cincinnati,"3593 Kenoak Ln",0,2,N/A
"July 22, 2017",Florida,Miami,"SW 283rd Terrace and SW 136th Ave",1,0,N/A
"July 21, 2017","South Carolina","Marion (county)","Vincent Dr",0,0,N/A
"July 21, 2017",Texas,"Dodd City","2226 Hwy 56",0,1,N/A
"July 21, 2017",Arizona,"Fountain Hills",N/A,0,1,N/A
"July 21, 2017",Louisiana,Angie,"A Moses Rd",0,0,N/A
"July 21, 2017",Virginia,"Rocky Mount","Chris Dr",0,1,N/A
"July 21, 2017",Alabama,Montgomery,"2770 Sumter Ave",1,2,N/A
"July 21, 2017",Florida,Bradenton,"925 301 Blvd E",0,1,N/A
"July 21, 2017",Florida,"Fort Lauderdale (Tamarac)","7104 NW 70th St",0,1,N/A
"July 20, 2017",Connecticut,Ledyard,"Smith Pond Way",0,0,N/A
"July 20, 2017",Pennsylvania,Philadelphia,"3300 block of N Gratz St",1,1,N/A
"July 20, 2017","North Carolina",Stanley,"Sifford Rd",0,0,N/A
"July 20, 2017","New York",Bronx,"Pelham Parkway and Wallace Ave",0,0,N/A
"July 20, 2017",Texas,"Missouri City","1500 block of Timber Creek",0,1,N/A
"July 20, 2017",Oklahoma,Cordell,"400 block of S Market",1,1,N/A
"July 20, 2017",Alabama,Montgomery,"3700 block of Woodley Road",0,0,N/A
"July 20, 2017",Florida,"Coral Gables","800 block of Navarre Ave",0,0,N/A
"July 20, 2017",Texas,"Fort Worth","6000 Boca Raton",0,0,N/A
"July 19, 2017",Ohio,Columbus,"800 block of Wedgwood Dr",2,2,N/A
"July 19, 2017",California,Kelseyville,"5000 State St",1,0,N/A
"July 19, 2017",Maryland,"Silver Spring","1600 block of Belvedere Blvd",1,0,N/A
"July 19, 2017",Maryland,"District Heights","1900 block of Addison St S",0,1,N/A
"July 19, 2017",Pennsylvania,"Pittsburgh (Etna)","100 block of Buckeye Way",0,0,N/A
"July 19, 2017",California,Eureka,"1100 block of 6th St",0,0,N/A
"July 19, 2017","South Carolina","Sumter (county)",N/A,0,1,N/A
"July 19, 2017",Iowa,"Council Bluffs","1700 block of 3rd Ave",0,1,N/A
"July 19, 2017",Missouri,Columbia,"300 block of Campusview Dr",0,0,N/A
"July 19, 2017",Mississippi,Columbus,"Tabernacle Rd",0,1,N/A
"July 19, 2017",Mississippi,Jackson,"1941 Meadowbrook Rd",1,1,N/A
"July 19, 2017",Arizona,Parker,"Riverside Dr",2,1,N/A
"July 18, 2017",Louisiana,Zachary,"4000 block of McHugh Rd",1,0,N/A
"July 18, 2017",Alabama,"Birmingham (Irondale)","5000 block of Ewell Ln",0,0,N/A
"July 18, 2017",Tennessee,Memphis,"Ford Rd",0,1,N/A
"July 18, 2017",Tennessee,Sharon,"W Moore St",0,0,N/A
"July 18, 2017",Massachusetts,Canton,"1 Arboretum Way",0,1,N/A
"July 18, 2017",Alabama,Athens,"McCulley Mill Road",0,0,N/A
"July 18, 2017",Georgia,Macon,"2295 Recreation Rd",1,0,N/A
"July 18, 2017",Iowa,Newton,"7800 block of Hwy S74 S",0,0,N/A
"July 17, 2017",Illinois,Bloomington,"1800 block of W Olive St",0,0,N/A
"July 17, 2017",Washington,Glenoma,"100 block of Glenoma Rd",0,0,N/A
"July 17, 2017",Washington,Spokane,N/A,0,0,N/A
"July 17, 2017",California,"Walnut Creek","2800 block of Oak Grove Rd",0,0,N/A
"July 17, 2017",Louisiana,"Lake Charles","Simmons Street",1,0,N/A
"July 17, 2017",Alabama,Cullman,"County Road 1301",1,0,N/A
"July 17, 2017",Pennsylvania,Duquesne,"Clearview Ave",0,1,N/A
"July 17, 2017",Massachusetts,Brockton,"1300 Block of Main St",0,2,N/A
"July 17, 2017",Mississippi,Brooksville,"South Oliver Street",0,1,N/A
"July 17, 2017",California,Bakersfield,"900 block of Nimrod Ct",0,0,N/A
"July 17, 2017",Texas,Houston,"9721 Cypresswood Dr",0,2,N/A
"July 16, 2017",Texas,Laredo,"400 block of W Olive St",0,1,N/A
"July 16, 2017",Mississippi,"Panola (county)","Murphy Ridge Rd",1,0,N/A
"July 15, 2017",California,"Rancho Cucamonga",N/A,0,1,N/A
"July 15, 2017",Oklahoma,Mcalester,"S 3rd St",0,1,N/A
"July 15, 2017",Texas,"San Antonio","N Richter St",0,0,N/A
"July 15, 2017",Texas,Katy,"19800 block of Creekshore Dr",0,0,N/A
"July 14, 2017",Ohio,Youngstown,"400 block of Mistletoe Ave",1,0,N/A
"July 14, 2017","New York","Elmira (Elmira Heights)","Verona St",0,0,N/A
"July 14, 2017",Texas,Houston,"Woodway Dr and Fountain View",0,1,N/A
"July 14, 2017",Georgia,Gainesville,"3000 block of Joe Chandler Road",0,0,N/A
"July 14, 2017","North Carolina",Burlington,"400 block of Hall Ave",0,0,N/A
"July 14, 2017",Louisiana,Shreveport,"6400 block of Fairfield Ave",1,0,N/A
"July 13, 2017","North Carolina",Durham,"200 Block of Bridgefield Pl",0,1,N/A
"July 13, 2017",Ohio,Cincinnati,"OH 264 and Sunset Ave",0,1,N/A
"July 13, 2017",Florida,Orlando,"W Lancaster Rd",0,0,N/A
"July 13, 2017",Florida,Sarasota,"1200 block of Carmella Pl",0,2,N/A
"July 13, 2017","New Jersey",Fanwood,"Farley Ave",0,0,N/A
"July 13, 2017","West Virginia",Bluefield,"Ronceverte St",0,0,N/A
"July 13, 2017",Nebraska,"North Platte","900 block of S Tabor Ave",0,0,N/A
"July 12, 2017",Alabama,Mobile,"Chelsea Dr",0,0,N/A
"July 12, 2017",Texas,Beaumont,"Yorktown Ln",0,0,N/A
"July 11, 2017",Arizona,Flagstaff,"800 block of W Coy Dr",0,0,N/A
"July 11, 2017",Michigan,Flint,"100 Block of S Cumberland St",1,1,N/A
"July 11, 2017",Texas,Spring,"4700 block of Hickorygate",0,0,N/A
"July 11, 2017",Oklahoma,"Oklahoma City","1300 block of SW 23rd St",0,0,N/A
"July 10, 2017",Ohio,Columbus,"200 block of E Alcott Rd",0,0,N/A
"July 10, 2017",Missouri,Columbia,"1300 Block of Anthony St",0,0,N/A
"July 10, 2017",Florida,"Lake Wales","Delmar St",0,0,N/A
"July 10, 2017",Illinois,Rockford,"800 Royal Ave",0,0,N/A
"July 10, 2017",Illinois,"Belleville (Swansea)","1800 block of Jamestown Rd",0,0,N/A
"July 10, 2017",Massachusetts,Boston,"Blue Hill Ave",0,0,N/A
"July 10, 2017",California,Sacramento,"2500 block of Seamist Dr",0,0,N/A
"July 10, 2017",Illinois,Champaign,"1700 block of Paula Dr",0,1,N/A
"July 10, 2017",Alabama,Hartselle,"Norris Mill Road",0,0,N/A
"July 9, 2017",Pennsylvania,Norristown,"Lafayette St and Green St",1,0,N/A
"July 9, 2017",Indiana,Indianapolis,"5700 block of Cross Creek",0,1,N/A
"July 9, 2017",Arizona,Yuma,"1600 block of W 8th",1,1,N/A
"July 8, 2017",Texas,Dallas,"4800 block of Simpson Stuart Rd",2,0,N/A
"July 8, 2017",California,Burbank,"3600 block of Viewcrest Dr",0,0,N/A
"July 8, 2017",Ohio,Cincinnati,"9917 Capstan Dr",1,8,N/A
"July 8, 2017",Florida,"North Fort Myers","River Rd",0,0,N/A
"July 8, 2017","New Hampshire",Keene,"52 Marlboro St",0,0,N/A
"July 7, 2017",Kentucky,Rockholds,"Barton Road",0,1,N/A
"July 7, 2017",California,"San Diego","5600 block of Sirocco",0,0,N/A
"July 7, 2017",Florida,Hialeah,"700 Block of SE Sixth Place",0,1,N/A
"July 7, 2017",California,Fresno,"3000 block of Normal Ave",0,1,N/A
"July 7, 2017",Florida,Tampa,"4003 S West Shore Blvd",0,1,N/A
"July 7, 2017",Tennessee,Nashville,"2413 Whites Creek Pike",0,0,N/A
"July 7, 2017",Ohio,Akron,"Hardesty Ave and Slosson St",0,0,N/A
"July 7, 2017",Texas,"San Antonio","200 block of E Vestal Pl",0,1,N/A
"July 6, 2017",Ohio,Youngstown,"Bennington Ave",1,0,N/A
"July 6, 2017",Massachusetts,Boston,"53 Beaver St",0,1,N/A
"July 6, 2017",Ohio,Springfield,"400 block of W Southern Ave",1,0,N/A
"July 6, 2017",Tennessee,Nashville,"2204 Hermosa St",0,0,N/A
"July 6, 2017",Louisiana,"Lake Charles","3700 block of Kirkman St",1,0,N/A
"July 5, 2017",Illinois,Champaign,"2700 block of Dale Dr",0,1,N/A
"July 5, 2017",Virginia,Austinville,"Pleasant View Rd",0,0,N/A
"July 5, 2017",Wisconsin,Waterford,"29000 block of Elm Island Dr",0,1,N/A
"July 5, 2017",Florida,Altoona,N/A,0,0,N/A
"July 5, 2017",Missouri,Licking,"MO 32",0,1,N/A
"July 5, 2017",Kentucky,McDowell,N/A,0,0,N/A
"July 5, 2017",Florida,Parrish,"16200 Block of CR 675",0,2,N/A
"July 5, 2017",Iowa,"Iowa City","1205 Laura Dr",0,0,N/A
"July 4, 2017",Maryland,Easton,N/A,0,0,N/A
"July 4, 2017",Illinois,Rockford,"900 block of N Church St",0,1,N/A
"July 4, 2017",Arkansas,"Mountain Home",N/A,1,0,N/A
"July 4, 2017",Louisiana,"New Orleans","1900 Block of Broadway",0,0,N/A
"July 4, 2017",Indiana,Indianapolis,"3300 block of N Meridian St",0,1,N/A
"July 4, 2017",California,Strathmore,"25100 block of Avenue 200",0,0,N/A
"July 4, 2017",Florida,"Haines City","Norma Ave",0,0,N/A
"July 4, 2017","South Carolina",Greenville,"Glen Forest Drive",0,0,N/A
"July 4, 2017",Florida,Orlando,"907 S Kirkman Rd",1,0,N/A
"July 4, 2017",Ohio,Dayton,"200 block of E Fairview Ave",1,0,N/A
"July 3, 2017",Florida,"Boca Raton","22750 65th Terrace",1,0,N/A
"July 3, 2017",Florida,"Panama City","768 Marywood Ln",0,1,N/A
"July 3, 2017",Kentucky,"Nancy (Jabez)",N/A,1,0,N/A
"July 3, 2017","West Virginia","Point Pleasant","Lake View Ln",0,1,N/A
"July 2, 2017",Michigan,"Battle Creek","Elm and VanBuren streets",0,1,N/A
"July 2, 2017",Ohio,Lima,"1118 Bikini Dr",0,0,N/A
"July 2, 2017",Missouri,Columbia,"3900 block of Timber Run Dr",0,0,N/A
"July 1, 2017",Maryland,Brandywine,"12600 block of Lusbys Ln",1,1,N/A
"July 1, 2017",Kentucky,Bloomfield,"112 Goodloe Ave",0,0,N/A
"July 1, 2017",Florida,"Tarpon Springs","1344 Pine Ridge Circle E",0,1,N/A
